"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked"
0,3,"male",-0.565418899185652,1,0,-0.502163136515605,"S"
1,1,"female",0.663488390424261,1,0,0.786403617834538,"C"
1,3,"female",-0.258192076783174,0,0,-0.488579851581261,"S"
1,1,"female",0.433068273622402,1,0,0.420494069765409,"S"
0,3,"male",0.433068273622402,0,0,-0.486064428445271,"S"
0,3,"male",-0.104578665581935,0,0,-0.477848050313875,"Q"
0,1,"male",1.89239568003417,0,0,0.395591380719111,"S"
0,3,"male",-2.10155301119804,3,1,-0.223957337675147,"S"
1,3,"female",-0.181385371182554,0,2,-0.424017995203696,"S"
1,2,"female",-1.17987254399061,1,0,-0.0429313901012591,"C"
1,3,"female",-1.9479395999968,1,1,-0.311997147434786,"S"
1,1,"female",2.19962250243665,0,0,-0.113781804318799,"S"
0,3,"male",-0.719032310386891,0,0,-0.486064428445271,"S"
0,3,"male",0.74029509602488,1,5,-0.0186988097783889,"S"
0,3,"female",-1.17987254399061,0,0,-0.490004587245486,"S"
1,2,"female",1.96920238563479,0,0,-0.326083516996328,"S"
0,3,"male",-2.10155301119804,4,1,-0.0619640877174114,"Q"
1,2,"male",-0.104578665581935,0,0,-0.38645367226008,"S"
0,3,"female",0.125841451219924,1,0,-0.285836746820493,"S"
1,3,"female",-0.104578665581935,0,0,-0.502666221142803,"C"
0,2,"male",0.433068273622402,0,0,-0.124849666117153,"S"
1,2,"male",0.356261568021783,0,0,-0.38645367226008,"S"
1,3,"female",-1.10306583838999,0,0,-0.4864829948551,"Q"
1,1,"male",-0.104578665581935,0,0,0.0663224922180623,"S"
0,3,"female",-1.64071277759433,3,1,-0.223957337675147,"S"
1,3,"female",0.663488390424261,1,5,-0.0164349289559982,"S"
0,3,"male",-0.104578665581935,0,0,-0.502666221142803,"C"
0,1,"male",-0.79583901598751,3,2,4.64439259971928,"S"
1,3,"female",-0.104578665581935,0,0,-0.489501502618288,"Q"
0,3,"male",-0.104578665581935,0,0,-0.489167454425828,"S"
0,1,"male",0.8171018016255,0,0,-0.090221345057865,"C"
1,1,"female",-0.104578665581935,1,0,2.30043680338673,"C"
1,3,"female",-0.104578665581935,0,0,-0.492101443971647,"Q"
0,2,"male",2.81407614724161,0,0,-0.436762134979874,"S"
0,1,"male",-0.104578665581935,1,0,1.00549697297924,"C"
0,1,"male",0.970715212826739,1,0,0.3983583461687,"S"
1,3,"male",-0.104578665581935,0,0,-0.502581702925434,"C"
0,3,"male",-0.642225604786271,0,0,-0.486064428445271,"S"
0,3,"female",-0.87264572158813,2,0,-0.285836746820493,"S"
1,3,"female",-1.17987254399061,1,0,-0.421836620260165,"C"
0,3,"female",0.8171018016255,1,0,-0.457388604694989,"S"
0,2,"female",-0.181385371182554,1,0,-0.225466591556741,"S"
0,3,"male",-0.104578665581935,0,0,-0.489167454425828,"C"
1,2,"female",-2.02474630559742,1,2,0.18865657484453,"C"
1,3,"female",-0.79583901598751,0,0,-0.489501502618288,"Q"
0,3,"male",-0.104578665581935,0,0,-0.486064428445271,"S"
0,3,"male",-0.104578665581935,1,0,-0.336145209540286,"Q"
1,3,"female",-0.104578665581935,0,0,-0.492101443971647,"Q"
0,3,"male",-0.104578665581935,2,0,-0.211798788405027,"C"
0,3,"female",-0.87264572158813,1,0,-0.289861423838076,"S"
0,3,"male",-1.71751948319494,4,1,0.150589167273717,"S"
0,3,"male",-0.642225604786271,0,0,-0.491095274717251,"S"
1,1,"female",1.50836215203108,1,0,0.895993560684828,"C"
1,2,"female",-0.027771959981315,1,0,-0.124849666117153,"S"
0,1,"male",2.73726944164099,0,1,0.599173630638046,"C"
1,1,"male",-0.104578665581935,0,0,0.0663224922180623,"S"
1,2,"female",-0.642225604786271,0,0,-0.436762134979874,"S"
0,3,"male",-0.0661753127816247,0,0,-0.502581702925434,"C"
1,2,"female",-1.87113289439618,1,2,-0.0896337422132979,"S"
0,3,"male",-1.41029266079247,5,2,0.295729082220321,"S"
0,3,"male",-0.565418899185652,0,0,-0.502581702925434,"C"
1,1,"female",0.663488390424261,0,0,0.961813128630388,"S"
0,1,"male",1.2011353296286,1,0,1.0317418918109,"S"
0,3,"male",-1.9479395999968,3,2,-0.0866152344501103,"S"
0,1,"male",-0.104578665581935,0,0,-0.090221345057865,"C"
1,3,"male",-0.104578665581935,1,1,-0.341260574029635,"C"
1,2,"female",-0.027771959981315,0,0,-0.436762134979874,"S"
0,3,"male",-0.79583901598751,0,0,-0.48388506584025,"S"
1,3,"female",-0.949452427188749,4,2,-0.488579851581261,"S"
0,3,"male",-0.258192076783174,2,0,-0.473738855078922,"S"
0,2,"male",0.202648156820544,0,0,-0.436762134979874,"S"
0,3,"female",-1.02625913278937,5,2,0.295729082220321,"S"
0,2,"male",-0.642225604786271,0,0,0.831011125558925,"S"
0,3,"male",-0.258192076783174,1,0,-0.35719024566523,"C"
1,3,"male",0.202648156820544,0,0,0.488829060846959,"S"
0,3,"male",-0.334998782383793,0,0,-0.494113782480438,"S"
0,3,"male",-0.104578665581935,0,0,-0.489167454425828,"S"
0,3,"male",-0.104578665581935,0,0,-0.486064428445271,"S"
1,2,"male",-2.19141685675077,0,2,-0.064479510853401,"S"
1,3,"female",0.0490347456193045,0,0,-0.397018449431237,"S"
0,3,"male",-0.565418899185652,0,0,-0.46694721261175,"S"
1,3,"male",-0.027771959981315,0,0,-0.456885520067791,"S"
1,3,"female",-0.104578665581935,0,0,-0.49134681703085,"Q"
0,1,"male",-0.104578665581935,0,0,0.299753759237905,"S"
1,2,"female",-0.949452427188749,0,0,-0.436762134979874,"S"
1,3,"female",0.279454862421163,3,0,-0.329102024759515,"S"
0,3,"male",-1.02625913278937,1,3,0.0436836839941552,"S"
0,3,"male",-0.104578665581935,0,0,-0.486064428445271,"S"
1,1,"female",-0.488612193585032,3,2,4.64439259971928,"S"
0,3,"male",-0.411805487984413,0,0,-0.486064428445271,"S"
0,3,"male",-0.027771959981315,0,0,-0.486064428445271,"S"
0,3,"male",-0.719032310386891,0,0,-0.490004587245486,"S"
0,1,"male",1.27794203522922,1,0,0.582990404350342,"S"
0,3,"male",-0.258192076783174,1,2,-0.234019030219105,"S"
0,3,"male",2.27642920803727,0,0,-0.502163136515605,"S"
0,3,"male",-0.104578665581935,0,0,-0.486064428445271,"S"
0,1,"male",3.19810967524471,0,0,0.0493021331107018,"C"
1,1,"male",-0.488612193585032,0,1,0.626925791012793,"C"
1,2,"female",0.356261568021783,0,1,-0.185219821380906,"S"
0,2,"male",0.356261568021783,1,0,-0.124849666117153,"S"
0,3,"female",-0.104578665581935,0,0,-0.489167454425828,"S"
0,3,"male",-0.104578665581935,0,0,-0.489167454425828,"S"
0,1,"male",-0.642225604786271,0,1,0.907228446579412,"S"
0,3,"male",0.279454862421163,0,0,-0.473905879175152,"S"
0,3,"male",0.586681684823641,2,0,-0.488579851581261,"S"
0,3,"male",-0.104578665581935,0,0,-0.489167454425828,"S"
1,3,"female",-0.642225604786271,0,0,-0.494113782480438,"S"
1,3,"male",-0.104578665581935,0,0,-0.491598359344449,"S"
0,3,"male",0.663488390424261,0,0,-0.489167454425828,"S"
1,3,"female",-0.104578665581935,1,0,-0.162077928529801,"Q"
0,1,"male",1.35474874082984,0,0,0.3983583461687,"S"
0,3,"female",-1.1414691911903,1,0,-0.35719024566523,"C"
0,3,"male",-0.565418899185652,0,0,-0.486064428445271,"S"
0,3,"female",-0.719032310386891,1,0,-0.450345419914218,"S"
0,3,"female",-0.949452427188749,0,0,-0.35710773978637,"C"
0,3,"male",-0.642225604786271,0,0,-0.488579851581261,"S"
0,3,"male",3.1597063224444,0,0,-0.492101443971647,"Q"
0,2,"male",-0.027771959981315,1,0,-0.225466591556741,"S"
0,1,"male",-0.411805487984413,0,1,4.33289869726639,"C"
0,3,"female",-2.10155301119804,4,2,-0.0186988097783889,"S"
0,2,"male",-0.642225604786271,2,0,0.831011125558925,"S"
0,3,"male",-0.104578665581935,0,0,-0.486064428445271,"S"
0,2,"male",0.241051509620853,1,0,-0.0429313901012591,"C"
1,2,"female",0.241051509620853,0,0,-0.38645367226008,"S"
0,1,"male",1.89239568003417,0,1,0.907228446579412,"S"
1,3,"male",-1.33348595519185,1,0,-0.421836620260165,"C"
0,3,"male",-0.104578665581935,0,0,-0.492101443971647,"Q"
1,3,"male",-0.411805487984413,0,0,-0.504342499120627,"S"
